Age Group,Gender,Occupation,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,Top Movie 1,Top Movie 2,Top Movie 3,Top Movie 4,Top Movie 5
Under 18,Female,Programmer,Dislike,Neutral,Like,Dislike,Like,Like,Neutral,Like,Neutral,Like,Dislike,Dislike,Like,Neutral,Neutral,Like,Like,Like,Napoleon Dynamite,Seven,Night and the City,The Godfather,Out of the Past
45-49,Male,Executive/Managerial,Dislike,Dislike,Dislike,Like,Like,Like,Neutral,Neutral,Like,Like,Like,Neutral,Like,Like,Like,Dislike,Neutral,Neutral,No Country for Old Men,Mean Girls,Edge of Tomorrow,Willow,The Notebook
35-44,Male,Lawyer,Like,Like,Like,Like,Neutral,Like,Neutral,Like,Like,Like,Dislike,Like,Like,Neutral,Dislike,Like,Like,Neutral,Cars,The Jungle Book,Fury,The Shawshank Redemption,Letters from Iwo Jima
45-49,Male,Retired,Dislike,Dislike,Neutral,Like,Like,Neutral,Dislike,Dislike,Neutral,Dislike,Like,Neutral,Like,Like,Like,Neutral,Dislike,Like,Knives Out,Mean Girls,The Incredibles,Arrival,Ex Machina
18-24,Male,Self-Employed,Dislike,Like,Like,Neutral,Dislike,Like,Like,Dislike,Neutral,Like,Like,Like,Like,Like,Neutral,Neutral,Like,Dislike,The Girl with the Dragon Tattoo,Pulp Fiction,Jiro Dreams of Sushi,The Ring,Heat
45-49,Other,Artist,Like,Dislike,Like,Like,Like,Neutral,Neutral,Dislike,Like,Like,Dislike,Neutral,Like,Like,Like,Like,Like,Like,Saving Private Ryan,The 40-Year-Old Virgin,The Fault in Our Stars,Shrek,Ice Age
25-34,Male,Customer Service,Like,Neutral,Dislike,Like,Like,Like,Like,Dislike,Neutral,Like,Like,Like,Like,Neutral,Like,Like,Dislike,Like,Blackfish,Gone Girl,Mad Max: Fury Road,Mystic River,Bolt
25-34,Female,Clerical/Admin,Like,Dislike,Dislike,Like,Neutral,Like,Dislike,Neutral,Neutral,Neutral,Like,Neutral,Neutral,Dislike,Like,Like,Like,Neutral,Seven,The Blair Witch Project,Looper,Ex Machina,Moana
56+,Female,Doctor/Health Care,Like,Like,Neutral,Like,Neutral,Like,Like,Like,Dislike,Like,Like,Like,Like,Neutral,Like,Like,Like,Neutral,The Incredibles,Pirates of the Caribbean,Les Misérables,Laura,The Matrix
18-24,Female,Clerical/Admin,Dislike,Dislike,Neutral,Dislike,Neutral,Dislike,Like,Like,Like,Dislike,Neutral,Like,Neutral,Neutral,Neutral,Like,Neutral,Like,Citizenfour,La La Land,No Country for Old Men,Willow,The Sound of Music
50-55,Female,Tradesman/Craftsman,Like,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Like,Dislike,Neutral,Like,Like,Like,Neutral,Like,Like,Skyfall,Touch of Evil,Blade Runner 2049,1917,Before Sunrise
50-55,Female,K-12 Student,Like,Dislike,Like,Neutral,Like,Like,Like,Dislike,Like,Dislike,Like,Like,Neutral,Dislike,Like,Neutral,Like,Like,Blade Runner 2049,Looper,Won’t You Be My Neighbor?,Anchorman,The Cove
35-44,Female,Other,Like,Like,Like,Like,Dislike,Like,Like,Like,Dislike,Like,Neutral,Dislike,Dislike,Neutral,Neutral,Dislike,Like,Like,The King's Speech,Citizenfour,Django Unchained,Mystic River,The Revenant
35-44,Male,Lawyer,Like,Like,Dislike,Like,Dislike,Neutral,Dislike,Like,Like,Neutral,Like,Like,Neutral,Like,Dislike,Like,Dislike,Like,The Bourne Ultimatum,Paddington,A Quiet Place,Pan's Labyrinth,Bolt
35-44,Male,Unemployed,Like,Like,Like,Like,Neutral,Like,Dislike,Like,Like,Neutral,Dislike,Dislike,Neutral,Neutral,Like,Neutral,Like,Like,Paddington,"The Good, the Bad and the Ugly",3:10 to Yuma,Fury,Edge of Tomorrow
50-55,Female,Clerical/Admin,Neutral,Like,Like,Like,Neutral,Neutral,Like,Like,Like,Neutral,Neutral,Like,Neutral,Dislike,Like,Neutral,Like,Dislike,Zootopia,Paddington,Despicable Me,Ex Machina,Avatar
50-55,Female,Writer,Dislike,Neutral,Neutral,Neutral,Like,Like,Like,Like,Like,Neutral,Like,Like,Dislike,Like,Like,Neutral,Like,Dislike,Mean Girls,Into the Woods,The Conjuring,Minority Report,13th
35-44,Male,Sales/Marketing,Like,Neutral,Dislike,Like,Dislike,Like,Like,Like,Like,Neutral,Neutral,Neutral,Dislike,Neutral,Neutral,Dislike,Neutral,Neutral,Terminator 2,The Departed,Seven,Moana,Heat
45-49,Male,Self-Employed,Dislike,Like,Neutral,Dislike,Like,Like,Like,Neutral,Like,Neutral,Like,Like,Neutral,Like,Like,Neutral,Dislike,Like,The Babadook,Grease,Tombstone,No Country for Old Men,American Gangster
Under 18,Other,Self-Employed,Neutral,Neutral,Like,Neutral,Neutral,Like,Like,Neutral,Neutral,Dislike,Like,Like,Like,Like,Like,Like,Dislike,Neutral,Looper,Won’t You Be My Neighbor?,Inside Out,A Walk to Remember,Knives Out
Under 18,Male,Other,Like,Dislike,Like,Like,Like,Dislike,Neutral,Like,Like,Dislike,Like,Like,Neutral,Like,Like,Neutral,Like,Neutral,American Sniper,Full Metal Jacket,West Side Story,La La Land,Terminator 2
50-55,Male,Writer,Dislike,Like,Neutral,Like,Like,Like,Like,Neutral,Like,Like,Like,Like,Like,Dislike,Like,Like,Like,Neutral,King Kong,Casino,Bridesmaids,The Third Man,Life of Pi
25-34,Female,Farmer,Neutral,Dislike,Like,Neutral,Like,Like,Like,Like,Dislike,Like,Like,Neutral,Neutral,Like,Like,Neutral,Dislike,Like,The Lion King,Minority Report,Seven,Edge of Tomorrow,Silver Linings Playbook
Under 18,Male,Farmer,Dislike,Like,Like,Like,Like,Dislike,Like,Like,Dislike,Like,Neutral,Like,Neutral,Neutral,Dislike,Like,Like,Neutral,Coco,A Beautiful Mind,Ice Age,Indiana Jones,Hacksaw Ridge
50-55,Male,Homemaker,Like,Neutral,Like,Like,Dislike,Dislike,Dislike,Dislike,Neutral,Like,Neutral,Like,Like,Like,Like,Neutral,Like,Like,Notting Hill,The Lego Movie,Tombstone,Elysium,The Prestige
Under 18,Female,College/Grad Student,Like,Like,Like,Neutral,Like,Like,Like,Like,Like,Like,Dislike,Like,Like,Like,Neutral,Like,Dislike,Dislike,Toy Story,The Green Mile,Skyfall,The Sound of Music,Notting Hill
50-55,Male,Farmer,Neutral,Neutral,Like,Like,Like,Like,Like,Neutral,Like,Like,Like,Dislike,Neutral,Dislike,Like,Like,Dislike,Like,Elysium,Double Indemnity,"The Good, the Bad and the Ugly",Anchorman,Shrek
56+,Female,Executive/Managerial,Dislike,Neutral,Like,Neutral,Dislike,Neutral,Neutral,Like,Neutral,Like,Dislike,Dislike,Like,Neutral,Neutral,Like,Neutral,Like,The Magnificent Seven,Gone Girl,Unforgiven,The Prestige,The Maltese Falcon
Under 18,Female,Programmer,Dislike,Neutral,Neutral,Dislike,Neutral,Dislike,Neutral,Dislike,Like,Like,Dislike,Dislike,Like,Like,Like,Dislike,Neutral,Like,The Magnificent Seven,Shutter Island,Dune,No Country for Old Men,Mystic River
45-49,Female,Customer Service,Neutral,Neutral,Neutral,Like,Like,Neutral,Neutral,Like,Like,Like,Neutral,Like,Like,Dislike,Like,Like,Dislike,Like,Minions,The Hangover,Fantastic Beasts,"The Good, the Bad and the Ugly",The Lego Movie
45-49,Female,Technician/Engineer,Neutral,Like,Like,Like,Dislike,Neutral,Neutral,Like,Like,Neutral,Like,Neutral,Like,Like,Like,Like,Like,Like,A Quiet Place,500 Days of Summer,National Treasure,Titanic,Edge of Tomorrow
Under 18,Female,Doctor/Health Care,Neutral,Like,Like,Dislike,Neutral,Dislike,Like,Neutral,Neutral,Neutral,Neutral,Like,Dislike,Like,Dislike,Neutral,Like,Dislike,Fury,The Sound of Music,La La Land,Before Sunrise,Avatar
18-24,Male,Homemaker,Like,Like,Like,Dislike,Like,Neutral,Like,Neutral,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Dislike,Like,Like,Dislike,Free Solo,Memento,Skyfall,13th,Percy Jackson
Under 18,Male,Unemployed,Dislike,Like,Neutral,Neutral,Like,Like,Dislike,Like,Dislike,Like,Neutral,Like,Dislike,Dislike,Neutral,Neutral,Like,Like,Platoon,The Greatest Showman,"The Good, the Bad and the Ugly",Casino,National Treasure
25-34,Male,Self-Employed,Dislike,Neutral,Neutral,Like,Like,Neutral,Dislike,Like,Like,Like,Neutral,Dislike,Dislike,Dislike,Dislike,Like,Neutral,Neutral,Bolt,Napoleon Dynamite,Paddington,American Beauty,Moonlight
56+,Female,Tradesman/Craftsman,Like,Like,Like,Like,Dislike,Dislike,Neutral,Like,Like,Like,Neutral,Like,Like,Dislike,Like,Neutral,Like,Dislike,Elysium,The Others,Inside Out,Knives Out,The Golden Compass
50-55,Male,College/Grad Student,Neutral,Like,Neutral,Like,Neutral,Like,Like,Dislike,Neutral,Dislike,Dislike,Like,Like,Like,Neutral,Dislike,Like,Like,Hacksaw Ridge,Bolt,The Hateful Eight,Grease,West Side Story
35-44,Female,Homemaker,Like,Like,Neutral,Like,Like,Neutral,Neutral,Like,Dislike,Like,Like,Like,Dislike,Like,Like,Dislike,Dislike,Neutral,Superbad,Touch of Evil,The Big Sleep,Laura,Dune
56+,Female,Retired,Like,Like,Neutral,Like,Neutral,Neutral,Neutral,Like,Like,Like,Like,Like,Dislike,Like,Like,Like,Dislike,Like,Memento,The Notebook,Night and the City,Ice Age,The Girl on the Train
Under 18,Female,Farmer,Dislike,Neutral,Like,Like,Like,Neutral,Neutral,Like,Like,Dislike,Neutral,Like,Like,Dislike,Like,Dislike,Dislike,Like,Bolt,Ratatouille,Eragon,Despicable Me,Tombstone
56+,Male,Sales/Marketing,Dislike,Dislike,Like,Like,Dislike,Like,Neutral,Neutral,Like,Dislike,Neutral,Neutral,Like,Like,Neutral,Neutral,Neutral,Like,No Country for Old Men,Seven,La La Land,Moana,Zootopia
56+,Female,Academic/Educator,Neutral,Like,Neutral,Like,Dislike,Neutral,Neutral,Like,Like,Like,Like,Dislike,Dislike,Neutral,Like,Dislike,Neutral,Like,Fantastic Beasts,Open Range,Get Out,The Lord of the Rings,Avatar
35-44,Male,Academic/Educator,Neutral,Like,Like,Neutral,Like,Like,Like,Like,Neutral,Like,Neutral,Like,Neutral,Neutral,Dislike,Dislike,Like,Like,Won’t You Be My Neighbor?,Mystic River,American Beauty,The Magnificent Seven,Double Indemnity
50-55,Male,K-12 Student,Like,Neutral,Neutral,Like,Dislike,Like,Dislike,Neutral,Neutral,Neutral,Neutral,Dislike,Neutral,Like,Neutral,Neutral,Like,Like,1917,The Godfather,Despicable Me,Goodfellas,Ice Age
35-44,Male,Executive/Managerial,Like,Like,Like,Neutral,Like,Like,Like,Dislike,Like,Like,Like,Like,Like,Dislike,Neutral,Dislike,Dislike,Like,The Chronicles of Narnia,The Conjuring,Pan's Labyrinth,The Blair Witch Project,The Hateful Eight
18-24,Male,Unemployed,Dislike,Like,Dislike,Like,Neutral,Dislike,Like,Dislike,Dislike,Neutral,Dislike,Like,Like,Neutral,Like,Like,Like,Neutral,Edge of Tomorrow,Cars,The Silence of the Lambs,Arrival,13th
45-49,Female,Other,Dislike,Neutral,Like,Dislike,Like,Dislike,Neutral,Dislike,Dislike,Neutral,Neutral,Dislike,Neutral,Like,Like,Neutral,Dislike,Dislike,Napoleon Dynamite,Borat,Superbad,Ex Machina,A Walk to Remember
Under 18,Female,Tradesman/Craftsman,Like,Like,Like,Like,Neutral,Dislike,Dislike,Neutral,Dislike,Like,Like,Dislike,Neutral,Like,Like,Like,Neutral,Neutral,The Silence of the Lambs,Zootopia,King Kong,Edge of Tomorrow,Blade Runner 2049
35-44,Female,Academic/Educator,Neutral,Neutral,Dislike,Neutral,Like,Dislike,Dislike,Like,Like,Like,Like,Like,Neutral,Like,Neutral,Dislike,Like,Like,Out of the Past,Superbad,The Fault in Our Stars,Platoon,Tombstone
45-49,Female,Artist,Like,Like,Neutral,Like,Like,Dislike,Like,Neutral,Dislike,Neutral,Neutral,Neutral,Like,Like,Dislike,Neutral,Like,Like,No Country for Old Men,The Avengers,Bolt,Borat,The Incredibles
Under 18,Male,Tradesman/Craftsman,Neutral,Neutral,Like,Dislike,Like,Like,Neutral,Like,Neutral,Like,Like,Dislike,Neutral,Like,Like,Like,Dislike,Like,Get Out,Whiplash,The Pursuit of Happyness,Split,Sunset Boulevard
50-55,Female,Other,Like,Dislike,Neutral,Dislike,Like,Dislike,Neutral,Like,Like,Neutral,Dislike,Neutral,Dislike,Like,Neutral,Neutral,Like,Neutral,The Hobbit,The Shawshank Redemption,The Notebook,The Chronicles of Narnia,Napoleon Dynamite
35-44,Male,Scientist,Like,Like,Like,Like,Like,Like,Neutral,Dislike,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Neutral,Like,Dislike,Saving Private Ryan,Pulp Fiction,Pride and Prejudice,Mamma Mia!,West Side Story
18-24,Male,Executive/Managerial,Like,Like,Like,Dislike,Like,Dislike,Like,Dislike,Like,Like,Like,Neutral,Like,Neutral,Dislike,Like,Like,Like,3:10 to Yuma,Shrek,Gilda,The Blair Witch Project,Zodiac
Under 18,Other,Farmer,Dislike,Dislike,Neutral,Like,Like,Like,Like,Like,Neutral,Like,Dislike,Neutral,Like,Dislike,Like,Neutral,Neutral,Neutral,Pulp Fiction,The Others,The Social Dilemma,Superbad,Step Brothers
Under 18,Female,Doctor/Health Care,Like,Neutral,Like,Dislike,Like,Like,Neutral,Like,Like,Like,Dislike,Like,Like,Neutral,Dislike,Neutral,Dislike,Neutral,Superbad,Seven,Shutter Island,West Side Story,Finding Nemo
Under 18,Female,Executive/Managerial,Like,Neutral,Like,Neutral,Like,Like,Like,Like,Neutral,Neutral,Neutral,Neutral,Neutral,Like,Neutral,Like,Like,Like,Terminator 2,Bridesmaids,Shrek,American Gangster,3:10 to Yuma
56+,Female,Writer,Dislike,Like,Like,Like,Dislike,Like,Dislike,Like,Like,Dislike,Like,Dislike,Neutral,Like,Neutral,Like,Like,Like,Cars,The Chronicles of Narnia,Indiana Jones,Unforgiven,The Conjuring
45-49,Female,K-12 Student,Neutral,Like,Like,Like,Like,Like,Like,Like,Like,Dislike,Like,Dislike,Dislike,Like,Like,Like,Like,Like,Ice Age,Won’t You Be My Neighbor?,Indiana Jones,Free Solo,Pan's Labyrinth
18-24,Female,Clerical/Admin,Like,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Dislike,Neutral,Like,Like,Dislike,Dislike,Like,Dislike,Neutral,Like,Like,Paddington,True Grit,A Walk to Remember,Titanic,Silver Linings Playbook
50-55,Male,Homemaker,Like,Like,Like,Like,Dislike,Neutral,Like,Neutral,Neutral,Like,Dislike,Neutral,Like,Neutral,Like,Like,Like,Neutral,Gladiator,Full Metal Jacket,Ice Age,Minority Report,The Lion King
50-55,Other,Clerical/Admin,Like,Neutral,Neutral,Like,Neutral,Like,Like,Dislike,Like,Like,Like,Dislike,Dislike,Dislike,Dislike,Neutral,Neutral,Neutral,Fahrenheit 9/11,Heat,Casino,The Incredibles,Out of the Past
Under 18,Male,K-12 Student,Like,Dislike,Like,Like,Dislike,Dislike,Like,Neutral,Neutral,Like,Neutral,Dislike,Like,Neutral,Neutral,Like,Neutral,Neutral,13th,Gone Girl,Frozen,Zootopia,The Dark Knight
25-34,Other,Sales/Marketing,Like,Neutral,Neutral,Neutral,Like,Like,Neutral,Like,Like,Like,Like,Like,Neutral,Like,Like,Like,Like,Dislike,Mad Max: Fury Road,The Avengers,Out of the Past,Stardust,The Sound of Music
56+,Male,Tradesman/Craftsman,Dislike,Like,Neutral,Like,Like,Neutral,Like,Neutral,Like,Neutral,Like,Neutral,Like,Dislike,Neutral,Dislike,Like,Dislike,Superbad,Free Solo,Fury,The 40-Year-Old Virgin,Indiana Jones
35-44,Male,Tradesman/Craftsman,Like,Neutral,Like,Like,Like,Neutral,Neutral,Like,Like,Like,Neutral,Like,Like,Like,Dislike,Neutral,Neutral,Like,The Others,Gilda,The Incredibles,Les Misérables,Despicable Me
Under 18,Other,Homemaker,Like,Like,Like,Like,Neutral,Like,Like,Neutral,Dislike,Neutral,Like,Neutral,Neutral,Neutral,Dislike,Like,Like,Dislike,Fury,Memento,Frozen,Prisoners,Citizenfour
35-44,Female,Unemployed,Like,Like,Neutral,Neutral,Like,Like,Dislike,Like,Dislike,Like,Like,Neutral,Like,Dislike,Like,Like,Like,Neutral,The Conjuring,Gladiator,Casino,The Bourne Ultimatum,Dunkirk
18-24,Male,Doctor/Health Care,Like,Like,Dislike,Neutral,Neutral,Like,Dislike,Like,Like,Dislike,Neutral,Neutral,Dislike,Like,Dislike,Dislike,Like,Neutral,The Fault in Our Stars,The Dark Knight,No Country for Old Men,Goodfellas,Heat
56+,Other,Customer Service,Neutral,Like,Like,Like,Like,Like,Neutral,Like,Like,Like,Like,Dislike,Like,Neutral,Dislike,Neutral,Like,Like,Despicable Me,Bridesmaids,Willow,Finding Nemo,King Kong
50-55,Other,Farmer,Like,Like,Dislike,Like,Neutral,Like,Like,Like,Dislike,Dislike,Like,Like,Neutral,Neutral,Like,Neutral,Neutral,Neutral,Blackfish,The Blair Witch Project,Grease,Goodfellas,Cars
56+,Female,Executive/Managerial,Neutral,Neutral,Like,Dislike,Like,Like,Dislike,Like,Like,Dislike,Like,Like,Neutral,Dislike,Like,Neutral,Neutral,Neutral,The Godfather,Ratatouille,Minority Report,Anchorman,The Matrix
35-44,Male,Sales/Marketing,Neutral,Neutral,Like,Neutral,Like,Neutral,Neutral,Like,Like,Like,Like,Neutral,Dislike,Dislike,Dislike,Neutral,Like,Like,The Babadook,Stardust,Frozen,Django Unchained,Borat
18-24,Female,Retired,Neutral,Neutral,Neutral,Dislike,Neutral,Like,Neutral,Like,Neutral,Neutral,Neutral,Like,Like,Like,Neutral,Neutral,Dislike,Like,Zodiac,Grease,La La Land,Tombstone,Pride and Prejudice
56+,Male,Self-Employed,Neutral,Neutral,Dislike,Neutral,Like,Like,Dislike,Like,Dislike,Like,Neutral,Like,Neutral,Dislike,Neutral,Like,Dislike,Neutral,The Shawshank Redemption,Memento,Nightcrawler,Napoleon Dynamite,Mamma Mia!
45-49,Female,Other,Like,Like,Like,Neutral,Neutral,Dislike,Neutral,Like,Neutral,Like,Dislike,Neutral,Like,Dislike,Like,Like,Dislike,Like,True Grit,John Wick,District 9,Ex Machina,Prisoners
56+,Female,Customer Service,Like,Neutral,Neutral,Like,Like,Like,Like,Like,Like,Dislike,Neutral,Neutral,Dislike,Dislike,Neutral,Dislike,Dislike,Dislike,American Gangster,Anchorman,Step Brothers,Inception,Citizenfour
35-44,Male,Doctor/Health Care,Like,Like,Dislike,Like,Like,Dislike,Like,Neutral,Dislike,Like,Neutral,Like,Like,Dislike,Like,Like,Neutral,Like,Gone Girl,Singin' in the Rain,District 9,The 40-Year-Old Virgin,Arrival
56+,Female,Executive/Managerial,Like,Like,Like,Like,Like,Like,Like,Dislike,Like,Like,Dislike,Like,Neutral,Like,Like,Like,Neutral,Like,Out of the Past,The Magnificent Seven,Memento,Ratatouille,Grease
50-55,Female,Customer Service,Like,Like,Neutral,Dislike,Neutral,Neutral,Like,Neutral,Like,Dislike,Neutral,Like,Like,Neutral,Like,Like,Like,Dislike,Indiana Jones,The Lord of the Rings,The Thin Red Line,Chicago,Les Misérables
Under 18,Male,Doctor/Health Care,Like,Dislike,Neutral,Like,Dislike,Like,Neutral,Neutral,Like,Neutral,Like,Like,Neutral,Like,Dislike,Like,Neutral,Neutral,Mystic River,Black Swan,Pride and Prejudice,Mad Max: Fury Road,Notting Hill
56+,Male,Academic/Educator,Like,Like,Like,Like,Dislike,Like,Like,Like,Like,Neutral,Like,Like,Neutral,Neutral,Neutral,Like,Like,Neutral,Platoon,Won’t You Be My Neighbor?,Forrest Gump,The Revenant,The Incredibles
18-24,Other,Unemployed,Like,Neutral,Dislike,Like,Dislike,Like,Like,Like,Dislike,Neutral,Dislike,Like,Neutral,Dislike,Like,Like,Like,Like,American Beauty,La La Land,American Sniper,Moana,Singin' in the Rain
Under 18,Female,Artist,Neutral,Like,Dislike,Dislike,Dislike,Like,Like,Neutral,Neutral,Like,Like,Neutral,Dislike,Neutral,Neutral,Like,Like,Neutral,The Big Sleep,The Blair Witch Project,No Country for Old Men,Avatar,13th
18-24,Male,Customer Service,Like,Like,Like,Like,Dislike,Neutral,Neutral,Neutral,Neutral,Like,Like,Dislike,Like,Dislike,Like,Like,Dislike,Dislike,The Lego Movie,The Girl with the Dragon Tattoo,Split,The Third Man,Arrival
18-24,Male,Other,Dislike,Like,Like,Neutral,Like,Like,Neutral,Dislike,Dislike,Like,Dislike,Neutral,Dislike,Neutral,Like,Dislike,Dislike,Like,3:10 to Yuma,Avatar,Laura,The Godfather,Napoleon Dynamite
Under 18,Male,Tradesman/Craftsman,Like,Neutral,Like,Like,Dislike,Dislike,Neutral,Dislike,Neutral,Dislike,Neutral,Neutral,Neutral,Neutral,Neutral,Like,Neutral,Dislike,Minions,Cars,Memento,Mad Max: Fury Road,Split
25-34,Male,Tradesman/Craftsman,Neutral,Like,Dislike,Like,Dislike,Neutral,Dislike,Like,Dislike,Neutral,Dislike,Dislike,Dislike,Neutral,Neutral,Neutral,Like,Dislike,Hacksaw Ridge,Paddington,Moana,American Sniper,National Treasure
56+,Female,Customer Service,Like,Like,Like,Like,Dislike,Like,Like,Neutral,Like,Like,Neutral,Like,Like,Dislike,Dislike,Dislike,Like,Like,Grease,La La Land,Inside Job,Seven,Into the Woods
45-49,Female,College/Grad Student,Like,Like,Dislike,Neutral,Like,Neutral,Dislike,Dislike,Like,Like,Dislike,Like,Like,Like,Dislike,Neutral,Like,Like,Gilda,The Magnificent Seven,Zodiac,The Prestige,The Big Sleep
25-34,Female,Executive/Managerial,Neutral,Like,Like,Like,Like,Like,Neutral,Neutral,Neutral,Dislike,Neutral,Neutral,Like,Neutral,Dislike,Like,Neutral,Neutral,Mean Girls,Napoleon Dynamite,Moana,The Girl with the Dragon Tattoo,Frozen
25-34,Female,Executive/Managerial,Neutral,Dislike,Like,Neutral,Like,Like,Dislike,Like,Neutral,Neutral,Neutral,Neutral,Like,Neutral,Like,Like,Like,Like,Moonlight,Platoon,Napoleon Dynamite,Memento,Elysium
56+,Male,Sales/Marketing,Neutral,Neutral,Neutral,Dislike,Like,Like,Neutral,Dislike,Like,Like,Like,Like,Like,Neutral,Neutral,Dislike,Like,Neutral,Percy Jackson,The Maltese Falcon,The Departed,Borat,The Exorcist
56+,Male,Customer Service,Neutral,Dislike,Dislike,Neutral,Neutral,Like,Neutral,Like,Like,Neutral,Like,Like,Dislike,Neutral,Like,Like,Neutral,Like,Into the Woods,Goodfellas,The Shawshank Redemption,The Blair Witch Project,Edge of Tomorrow
50-55,Female,Executive/Managerial,Like,Like,Dislike,Neutral,Neutral,Neutral,Neutral,Dislike,Like,Dislike,Neutral,Like,Like,Neutral,Like,Neutral,Neutral,Neutral,Stardust,John Wick,District 9,Les Misérables,Gone Girl
35-44,Male,Scientist,Dislike,Neutral,Like,Like,Dislike,Like,Neutral,Like,Dislike,Like,Like,Dislike,Like,Like,Like,Neutral,Dislike,Like,The Departed,Seven,Touch of Evil,Zootopia,Goodfellas
35-44,Female,Executive/Managerial,Neutral,Neutral,Like,Neutral,Like,Dislike,Like,Like,Dislike,Like,Neutral,Neutral,Like,Like,Dislike,Like,Neutral,Like,The Green Mile,Inside Out,The Others,Touch of Evil,The Prestige
Under 18,Male,Writer,Neutral,Dislike,Neutral,Like,Dislike,Like,Dislike,Like,Dislike,Like,Like,Like,Neutral,Like,Neutral,Neutral,Like,Like,Singin' in the Rain,American Gangster,Grease,Hereditary,It
35-44,Other,Self-Employed,Dislike,Like,Dislike,Like,Neutral,Neutral,Dislike,Like,Like,Dislike,Like,Dislike,Dislike,Like,Like,Neutral,Like,Neutral,The Jungle Book,Ice Age,National Treasure,Looper,Paddington
25-34,Male,Executive/Managerial,Like,Dislike,Like,Neutral,Like,Like,Neutral,Like,Neutral,Neutral,Like,Like,Like,Neutral,Neutral,Like,Neutral,Neutral,The Avengers,The 40-Year-Old Virgin,The Departed,Fight Club,Gladiator
35-44,Male,Sales/Marketing,Like,Neutral,Dislike,Neutral,Neutral,Neutral,Dislike,Like,Like,Like,Neutral,Like,Like,Dislike,Neutral,Dislike,Neutral,Neutral,Singin' in the Rain,The Hobbit,The Shawshank Redemption,A Beautiful Mind,The Dark Knight
